SPECTRUM DATA FILE
SpectrumCount:	10
PixelCount:	2500
UserName:	Atto
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	RGB Photonics
DeviceSerialNo:	20020

Name:	input1_2	input1_1	input1_0	input0_9	input0_8	input0_7	input0_6	input0_5	input0_4	input0_3
Date:	2022-02-16T14:35:49.0865719+00:00	2022-02-16T14:37:41.3886999+00:00	2022-02-16T14:39:40.1929287+00:00	2022-02-16T14:40:46.5946066+00:00	2022-02-16T14:41:45.1953320+00:00	2022-02-16T14:42:53.9984644+00:00	2022-02-16T14:43:47.8998228+00:00	2022-02-16T14:44:49.8006079+00:00	2022-02-16T14:46:07.6025769+00:00	2022-02-16T14:47:17.8047664+00:00
ExposureTime:	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
TemporalAvg:	5	5	5	5	5	5	5	5	5	5
IntensityUnit:	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue
CCDLoadLevel:	0.1333683	0.122907	0.1094962	0.09269594	0.0801761	0.06888603	0.06179233	0.05199446	0.04075538	0.0296274
Temperature:	23.31226	23.31226	23.41406	23.41406	23.41406	23.41406	23.41406	23.41406	23.41406	23.31226
DiagramColor:	16711680	200	49152	16711935	42495	12632064	3368611	53970	65280	255
ProcessingSteps:	783	783	783	783	783	783	783	783	783	783

Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10
343.3186	1.496564	-4.516019	18.42032	11.38168	2.099954	7.175814	24.8912	1.518962	-28.00816	-7.845996
343.658	-2.488152	-0.2480547	6.524131	8.976445	17.58999	16.18052	22.70588	4.497431	-27.67967	9.483636
343.9973	-7.172461	-10.15403	3.85667	0.7970803	14.02069	16.36	2.037955	2.154643	-14.41773	10.01409
344.3367	1.446942	-6.027692	-6.928577	3.222824	5.334625	14.92366	-14.65982	9.927204	-12.17575	0.3529437
344.676	3.578025	6.565313	-8.855707	9.591175	-8.662711	13.85366	-14.33767	14.63636	-25.75357	-4.960268
345.0153	-1.83024	8.615541	7.019607	0.7613839	-1.145712	17.13994	6.726516	14.66919	-23.64233	3.705399
345.3546	-15.06964	-9.895691	17.93649	-3.629877	14.85394	8.071312	6.589705	-2.532572	-19.95462	3.853767
345.6939	3.891746	-6.878376	8.530646	12.67425	12.76603	14.97673	-6.984239	-8.159331	-24.31884	5.497614
346.0332	9.016602	13.49725	-8.330531	4.327242	9.785254	-4.067657	-26.80153	-9.605645	-13.7043	0.1571429
346.3725	3.845184	2.748435	5.383637	-11.10318	5.107098	6.154572	-9.861755	1.091477	11.27176	-2.167494
346.7118	-19.70514	-5.66076	2.338608	-7.136206	11.586	-5.228833	5.936949	7.946732	2.532608	-15.44245
347.0511	-9.475995	-7.381481	17.99612	5.298244	3.288152	8.505024	11.02141	5.752224	-4.853183	-8.285045
347.3904	-0.2006277	-15.58433	13.10376	-1.355541	-10.44478	8.225572	-10.95557	0.8764568	-21.78046	0.1478654
347.7296	6.91193	-22.28331	24.35808	-5.393362	-18.84647	20.61456	-4.155653	9.200941	-28.60571	8.703529
348.0688	-8.630587	-15.70587	9.692292	7.398422	-7.362171	16.75537	7.398268	22.21909	-41.6881	4.375446
348.4081	-13.44205	-9.068396	17.32722	16.69613	0.4230203	8.939059	18.03928	12.31921	-30.30449	-0.5242745
348.7473	-16.38727	-8.264589	8.836502	18.52123	-12.84317	3.270445	4.759122	5.054775	-14.53828	-18.3558
349.0865	-16.89469	7.333232	7.634111	14.42167	-12.65352	-2.120073	9.57048	5.268505	-9.194912	-18.39137
349.4258	-2.835037	13.62286	1.757973	10.14779	-7.23501	3.715971	-4.047311	10.51775	-6.79735	-15.64746
349.765	8.093817	3.655703	7.431836	10.06445	0.202048	11.72442	-5.89279	10.76068	-10.1547	5.195578
350.1041	13.68842	-7.30834	-1.369234	-4.117384	0.2242345	16.49913	-12.76137	3.123089	-10.07326	0.02790098
350.4433	3.785418	-6.621468	12.33011	-1.737505	-0.633416	12.62611	-10.63457	5.530303	-17.60409	8.645467
350.7825	-0.1780182	-1.516804	18.92133	1.356499	4.294415	-5.683846	-15.18831	-0.03033306	-10.94294	-1.684919
351.1216	-1.193018	-0.6223587	15.88852	11.06454	13.30402	3.722414	-4.334383	9.206855	-4.606725	0.8521346
351.4608	-4.186769	-9.217341	5.058837	6.315821	10.18756	6.350363	-0.9851333	12.86803	-24.85963	-22.23133
351.8	-12.90992	-17.62886	8.691833	13.86032	-7.328212	4.399634	0.440982	9.739239	-28.79015	-23.50988
352.1391	-17.51829	-22.60306	10.82416	7.294374	-7.188084	1.452978	-8.731989	0.7853861	-14.85935	-14.97843
352.4782	-15.1956	-0.2087412	-4.647167	5.752184	-9.889702	10.11674	-4.213166	-1.110947	6.406154	3.278906
352.8173	-5.177278	1.18003	-5.112113	-2.274528	-14.45991	10.0629	-2.532824	8.151845	-4.177358	-0.593192
353.1564	4.813673	1.033256	-0.686665	6.370645	-19.6888	0.294425	10.1401	2.076694	-24.95826	-10.37155
353.4955	-2.239535	-6.479651	6.829715	8.101359	-2.06939	15.28598	2.409509	6.596809	-21.36085	-12.45576
353.8346	-1.202971	10.57382	-2.431803	6.920801	22.06253	24.25294	0.2406204	22.22928	-4.572634	-11.50138
354.1737	-2.538628	5.108446	-3.883327	-2.409158	22.94311	18.76081	-9.58514	20.67852	1.415627	-4.946903
354.5128	9.306055	0.9419958	-4.669034	4.331639	-4.814117	0.6431704	1.234143	14.38254	-7.309984	-4.576437
354.8519	9.992609	0.6427639	-9.38527	18.37262	-19.03528	-4.52767	-0.7829149	2.694778	-0.2061035	-21.91542
355.1909	17.7738	-1.549545	-4.974506	16.41443	-8.248895	8.943823	-3.110038	22.20529	-0.7493072	-18.48544
355.53	-0.6161409	-10.55073	13.37668	10.20954	10.23821	9.038364	-9.851928	20.54491	-11.12457	-5.627651
355.869	0.356363	-25.55774	11.57252	13.57904	15.15134	-0.5526512	3.594724	14.69334	-14.97422	1.065653
356.208	4.985515	-31.47196	-5.802291	16.70674	3.35128	-11.64294	3.169338	5.9055	-15.82718	-15.13687
356.547	-0.7366779	-18.94974	-7.355525	4.235665	-6.358218	1.124166	1.433983	16.40754	-14.86478	1.651535
356.886	-17.37737	-6.895084	5.668938	-2.900909	-0.6697995	8.457881	-12.32324	15.51088	-17.98561	14.93327
357.225	-13.7634	3.303874	9.30397	-1.017414	-1.671691	16.939	3.520104	11.0766	-8.054669	8.70053
357.5641	-6.907338	-7.534379	3.928198	4.830772	-10.53389	12.48469	15.0568	7.222334	-18.78937	-9.236147
357.903	-11.19532	-9.57954	-7.687233	11.11294	0.05622364	9.16691	15.54526	11.51046	-26.71082	-17.21847
358.242	-19.45104	-6.357431	-6.565644	11.4122	12.0073	2.06629	-13.07082	9.902691	-16.02143	-11.90198
358.581	-16.1063	0.3762495	5.25683	14.55233	7.626682	7.584028	-14.49552	3.048867	5.157231	-4.540778
358.9199	-16.10641	-3.454877	12.72143	8.927128	0.3176577	6.32928	-4.194731	-8.51208	-1.827969	2.083957
359.2589	-3.664366	-8.224583	14.38033	13.23727	2.755333	4.830593	2.304288	-2.083825	0.8869925	9.332785
359.5978	5.713728	-0.2812411	16.61949	-11.90378	2.642621	14.22298	1.876684	6.780451	-4.993218	1.480008
359.9367	12.97826	-0.78787	12.21871	-17.04785	8.662509	14.89256	-7.717785	2.920936	-14.48106	-6.182338
360.2756	-9.194472	-6.467912	4.201868	-14.08789	0.5149591	7.355373	-0.4045166	0.525569	-16.95766	-10.24902
360.6146	-9.344366	-14.24731	12.7472	5.691839	-2.839902	-2.59043	3.831784	5.300076	-16.61938	-1.234445
360.9535	8.31873	-11.80808	9.065394	7.944488	-13.94839	5.85078	-1.233841	4.784141	-16.90171	-22.1142
361.2924	13.13456	3.004134	7.926229	-3.382698	-20.82209	6.737076	-13.40552	0.5903645	-22.48348	-26.67351
361.6312	-7.432632	12.44789	-4.7256	-10.70543	-33.95221	9.122602	-11.36116	-4.723808	-13.07931	-12.80181
361.9701	-20.71614	6.342683	1.795368	-17.97761	-14.17183	-4.553768	14.09144	16.46173	-22.8108	1.400084
362.309	-17.59393	-4.042717	1.123325	5.848442	-0.2115344	-9.501966	12.16592	24.52334	-19.29257	-2.202232
362.6478	-7.046795	4.66397	3.241108	7.084145	1.006484	-4.139289	4.53575	5.070169	-5.491945	-5.171233
362.9867	1.924062	2.243645	-5.183949	2.217464	-2.197924	-13.84614	-11.48223	-15.17354	-9.616281	-11.42705
363.3255	11.85879	2.283767	-2.434552	0.2607636	7.689758	-25.80824	0.7755653	-13.46271	-17.63116	-19.92687
363.6643	14.4398	-19.17525	-0.1420034	11.03488	-4.719962	-16.58986	7.109651	-16.31684	-35.09271	-4.430162
364.0031	31.18688	-9.525269	2.464009	4.946356	-4.446083	14.33748	16.05181	-16.32769	-31.94272	12.53348
364.3419	23.30717	0.3561678	-4.52897	-10.33566	-16.15237	20.2512	14.43315	2.076923	-30.12853	6.988282
364.6808	5.952283	11.5489	-10.60584	-2.964431	-12.73529	10.11213	8.136557	28.50052	-15.50531	1.672782
365.0195	-6.754233	-17.93021	-7.379992	3.642998	-14.6259	1.896088	-2.883857	32.07946	-17.99222	-1.524219
365.3583	0.9685192	-21.11527	1.348014	12.47066	6.044956	-3.630771	2.478191	29.12103	-10.80528	3.428558
365.6971	-1.061557	-10.34356	-2.435215	6.088161	9.758338	2.832976	12.14921	18.23372	1.33896	-6.70074
366.0359	3.877388	6.012386	-0.9478981	6.29561	7.935075	1.095685	7.648353	17.58843	4.365551	0.0582313
366.3746	10.02957	4.873106	8.162312	8.043456	12.10211	10.05001	-8.667805	15.51313	-16.45287	-6.98291
366.7133	-1.908422	1.034375	6.25541	19.03913	12.9738	17.60179	-7.947507	6.755625	-15.33117	-7.841043
367.0521	-20.27926	3.056741	-7.678801	21.72522	5.984397	9.589276	0.1699134	-7.563001	-15.57242	-13.22511
367.3908	-19.69452	4.617053	3.050778	25.22788	-12.57255	5.991136	9.640361	3.663483	-17.38964	-7.989607
367.7295	-4.947326	-0.3221845	3.600426	3.800043	-7.441202	6.317795	15.97612	22.59101	-33.12152	6.376381
368.0682	-2.817792	-5.825915	-1.405554	-10.95111	-4.613048	13.68059	25.06328	22.83734	-24.20089	2.341643
368.4069	-9.368654	3.869246	-23.56961	1.95003	-6.833359	-2.405677	12.25677	11.37884	-25.02045	-11.99994
368.7456	8.041304	15.29272	-1.900757	19.7735	-12.19673	9.718386	3.329324	3.548662	-25.65962	-19.6381
369.0843	18.30301	13.90014	20.62934	2.965218	-4.293757	3.797312	-6.240519	6.126677	-25.19925	-6.171582
369.423	20.68272	-0.6066379	23.72514	-12.76936	5.447132	7.884589	-8.613204	14.17891	-10.51068	0.213058
369.7616	-4.223426	-5.690517	-3.926412	-6.643614	5.198408	-7.85478	-6.48705	22.57494	-15.1573	-6.220801
370.1003	-4.051739	-2.777771	-10.94087	1.634759	-1.996787	12.87004	0.3212755	17.85797	-1.180127	-12.28878
370.4389	-14.47294	-11.286	0.6146688	15.80784	-16.22217	19.97724	-8.506196	16.87728	-1.543114	-22.91448
370.7776	-13.07515	-17.70782	6.915713	23.61191	-6.513949	19.26213	-20.18193	23.08139	0.0008600014	-17.53075
371.1162	-13.41499	-9.933535	2.888772	22.76448	18.33985	-4.879444	-7.579816	21.2711	-21.29267	-2.538239
371.4548	2.258531	0.1714686	2.837432	-6.574255	18.67985	-19.02272	-7.753341	13.64815	-15.46862	16.61847
371.7934	10.71295	-8.893049	2.732929	-16.12218	-0.9708374	-7.734034	-4.779672	4.022009	-10.68711	14.65038
372.132	20.2823	-19.52489	1.770738	-17.85369	-9.277163	12.32957	4.119213	5.16669	-9.397338	11.27213
372.4706	17.43904	-30.0836	-5.081967	-6.552827	4.84731	6.361631	2.516782	1.551503	-23.65305	-5.252581
372.8092	18.48713	-19.20475	-16.42081	-5.850236	-8.434324	0.9939808	-0.7031668	6.967221	-30.8792	1.430887
373.1477	6.944875	-2.922125	0.6815215	-15.54991	-7.941607	2.44311	-0.9492357	-1.210024	-19.82264	-3.739188
373.4863	-10.74172	12.96371	10.14344	-14.13516	-8.026062	13.03834	16.03075	10.0427	-18.29173	-11.3219
373.8248	-24.55461	5.752218	10.0211	-8.155692	0.8143411	8.056223	-2.827203	10.17065	-18.37495	-20.31366
374.1634	-26.69191	-1.629849	6.745522	4.623236	-5.655622	3.156973	-5.938121	19.84957	-15.03985	0.08003622
374.5019	-8.002144	5.476836	18.98524	0.311767	1.962895	-6.629265	-24.22518	-0.3845305	-9.298663	19.27175
374.8404	-3.24981	12.21538	2.509482	-3.112693	3.831051	-7.179798	-19.99335	-3.079319	-9.941326	16.96765
375.179	-2.576388	12.15514	-10.02794	-17.03551	-0.2372558	5.194687	-13.63369	-1.87971	-14.25786	11.28566
375.5175	-15.623	-5.382608	8.414957	-22.34021	4.071462	19.27818	-2.76495	27.31553	-26.72492	-2.89541
375.856	-19.5312	-11.93475	24.19485	-17.38561	-5.38357	20.15483	-6.744068	19.82374	-21.32985	-2.167201
376.1944	-13.60158	-5.118258	19.81627	-7.916589	-2.2095	8.653466	-8.522734	19.47956	-6.400527	-19.94933
376.5329	-9.939062	19.85821	7.051885	8.728364	0.1000428	-4.731765	-11.52667	8.042203	4.434048	-5.008105
376.8714	-3.518103	5.560045	5.422191	18.10623	1.303981	9.450505	2.876133	17.75695	-10.52031	-2.389886
377.2098	-4.922318	-20.93834	9.636977	15.11146	-11.69885	22.16098	-1.705609	11.58032	-8.524054	3.965541
377.5483	2.685881	-27.19773	4.05581	1.237692	-10.73804	22.87697	1.738772	9.925689	-11.94628	-21.86461
377.8867	1.974303	-4.20599	5.872312	3.424685	-7.341155	0.7721568	-12.22552	9.393147	-9.792171	-13.85703
378.2251	6.733273	-1.531685	5.303212	4.656451	-11.37984	0.3366715	0.3441278	8.741319	-22.51997	-14.69829
378.5636	-2.826865	1.679835	15.48509	3.569185	-16.50567	-3.679911	-3.426647	-3.750631	-7.67733	-18.26261
378.902	-10.04065	-1.614017	15.39049	5.115945	-4.838112	-2.360638	-12.77823	-14.96138	-1.74246	-24.91691
379.2404	-14.22845	-6.122396	34.11866	9.951211	-10.51966	-6.484509	-10.31305	1.633093	-2.177778	-17.70833
379.5788	-7.963614	-18.35139	23.80676	8.894446	-4.007224	2.937284	5.78823	14.15582	-8.519566	-6.699888
379.9171	1.175401	-18.44142	4.492449	-0.459567	-8.459615	14.96568	20.41271	5.537437	-7.410678	-7.86755
380.2555	11.90653	-14.04594	-7.417758	-4.130501	3.969993	18.16622	4.352226	-13.2253	-12.91625	-4.378223
380.5939	-0.1108729	-14.94167	3.649122	1.720867	-4.275257	17.21387	3.248279	5.572917	-19.92727	-15.32712
380.9322	-4.235753	-14.31072	2.509218	13.40976	-4.613556	5.810642	8.95582	24.18227	-23.03086	-14.8728
381.2706	-6.044459	8.111007	-1.37623	10.95565	-11.40918	5.79598	11.90059	35.4099	-32.72526	-24.63246
381.6089	11.62501	24.02836	8.838196	8.021249	-6.285918	-3.186034	18.24153	19.93199	-27.09015	-21.41039
381.9472	-11.32296	17.97869	19.9537	5.198277	-1.567356	-1.889973	3.534381	7.632934	-17.06647	-11.84992
382.2856	-12.4999	8.705759	9.404579	5.316714	-4.481494	4.213233	-11.24714	-0.7983077	-0.6429029	3.905846
382.6238	-7.666276	6.569066	-10.08342	8.250341	-16.72878	10.31446	-30.36907	1.481144	-3.85865	-1.558092
382.9622	-6.234067	1.19018	-9.667482	17.4796	-16.27176	1.696124	-7.089796	17.11095	-1.402109	3.973703
383.3004	0.1981699	-7.170556	2.054804	14.45753	-7.782061	1.280777	-2.098933	15.01176	-14.64594	13.6073
383.6387	5.856937	3.630863	15.49919	-2.87256	10.60299	-0.9026583	2.044045	8.57549	-3.993752	17.54777
383.977	10.97519	7.060231	13.86546	-9.896509	1.898848	-7.817249	-3.911601	0.02538117	-8.664678	0.655985
384.3152	-5.537292	-13.13717	12.98925	4.668879	-3.16578	-24.17814	0.9491904	4.164308	-5.109628	-12.27157
384.6535	-12.6437	-30.05369	-5.893984	10.95893	-16.4085	-19.79383	2.180298	7.122709	-11.87562	-24.37832
384.9917	-18.16324	-14.93716	-10.82734	10.54572	-7.076648	-8.71713	-1.202	0.5226991	-3.962005	-7.789844
385.33	-11.67584	-2.704656	-20.94856	20.54396	-3.52465	2.63374	-20.54089	-0.4078541	-17.68702	2.588016
385.6682	8.53711	-7.55077	5.548732	23.59969	-3.560616	2.591595	-11.89995	5.205358	-19.61007	10.05589
386.0064	2.57813	-15.8933	8.923485	11.53582	-10.59238	-5.240768	12.29371	20.52593	-21.93821	-8.60671
386.3446	-8.275674	-5.19654	11.29133	-2.831292	-17.46178	-1.880273	28.75609	8.87857	-17.66915	-9.448074
386.6828	-16.17489	-6.622288	2.623716	10.83785	-19.6431	12.22963	25.68393	3.660386	-24.68379	-20.48088
387.021	-4.636818	-11.00267	-0.5463261	12.42351	-15.79075	26.13616	20.69617	19.42764	-36.16074	-6.760658
387.3592	-10.35274	0.03251532	-4.19317	9.254666	-8.591758	17.53198	5.059529	35.12215	-35.86012	-4.115025
387.6973	-13.83911	8.561039	-0.4798809	14.02172	5.130395	17.83315	-7.730026	28.1775	-18.96903	-4.133022
388.0355	-23.21462	-5.494992	14.17141	17.48874	3.156112	25.19958	-9.817166	9.239905	-6.435347	-17.6749
388.3736	-7.274035	-27.49245	-5.992325	6.976655	-2.302983	15.87605	-2.118097	-2.005798	2.470646	-11.58764
388.7118	3.930967	-29.56651	-1.590087	-5.503413	-13.46034	-5.047563	3.472286	-10.68772	10.17745	-1.529995
389.0499	9.569408	-2.835544	-13.33434	-8.68971	-6.861758	-9.812426	19.34821	-6.078343	2.796316	3.456697
389.388	1.378072	12.73072	-7.644236	-7.950773	-3.19284	-4.295434	14.37755	-14.36308	-17.18238	0.4572684
389.7261	1.144354	19.59776	-11.9308	1.237936	-1.649173	5.477478	12.06936	-12.50696	-9.014765	1.171415
390.0642	0.9746709	4.851975	7.780173	6.184953	-13.49953	9.176901	10.39989	-3.707193	-1.589607	-0.8430385
390.4023	12.16007	8.908371	0.4274788	1.828223	-14.7716	14.67442	6.278404	13.29904	-7.392673	-7.629395
390.7404	5.520673	-10.18086	3.525347	4.073276	-10.17638	9.360697	-7.740453	10.85631	-21.23309	-9.440318
391.0785	-2.905237	-9.27579	6.606925	2.505374	-0.1788697	17.59146	-18.57568	13.71125	-14.88888	-0.9845144
391.4165	-9.909562	-17.67129	-0.5253492	-11.85479	-4.357316	16.81932	-2.17645	16.95318	-0.3967316	-6.673884
391.7546	3.721326	-10.85828	-1.686057	-17.93331	-4.056841	3.186232	8.208494	13.88629	5.375573	-14.73139
392.0926	2.346418	-18.79335	-8.244823	-18.14918	-10.67775	-12.13329	0.2577675	-9.544411	-12.1515	-14.55174
392.4306	-5.421388	-14.32358	-5.115846	-14.98663	-11.36205	-5.361842	-7.275439	-16.77026	-21.60528	-3.441141
392.7687	-12.80333	-28.29455	0.4491507	0.2250424	-17.30581	4.335345	-21.48651	5.003567	-30.16106	2.672712
393.1067	-23.73602	-18.851	18.7889	17.78386	-9.17119	-2.689717	-7.921382	23.3724	-15.64418	15.96063
393.4447	-28.63605	-6.658211	12.14067	17.136	-7.295146	-18.65254	12.2594	19.55129	-18.00405	5.311021
393.7827	-13.36648	9.482089	11.22541	2.195609	2.813197	-12.44682	25.39783	5.766569	-6.806743	-13.23651
394.1207	-5.306547	10.32412	3.242172	-11.08383	8.778987	-11.55499	-10.23536	-4.530422	-21.37428	-26.55899
394.4586	-4.620335	8.13114	-0.5768648	-8.753232	8.229443	-15.73391	-28.18283	0.9619964	-18.36604	-13.53235
394.7966	-4.98909	2.264684	-0.3414978	5.047715	-0.6906526	-17.20907	-23.00816	5.776027	-29.7477	-8.822684
395.1346	-1.472031	4.313064	14.51105	8.164865	-1.008903	-7.51341	-8.436098	-2.570701	-14.9886	-8.910254
395.4725	-1.764019	11.31697	18.30407	-0.3054717	-3.748296	0.778577	-7.097516	-1.671716	-20.91649	-11.97836
395.8105	1.324224	13.56712	7.243309	-4.457856	-16.598	11.91945	-1.967396	4.152325	-13.83359	0.72786
396.1484	7.949355	13.30626	0.4241528	-4.533622	-15.98019	6.776158	-2.425861	17.10756	-13.19914	7.198661
396.4863	16.14929	13.87934	3.747308	6.365073	-2.266863	0.8442196	1.188335	18.54376	2.026159	-0.6095146
396.8242	17.1835	7.819037	20.15226	23.95588	15.66534	0.4019698	4.13399	20.72334	-2.593976	0.7851981
397.1621	10.19884	1.621894	27.85501	17.1307	4.366868	17.56758	12.72764	11.81739	-6.217133	-1.834878
397.5	5.311703	1.795409	23.39463	-2.781966	-12.00299	6.34425	7.613013	15.19365	-14.34223	-10.97363
397.8379	9.246219	5.093269	16.08845	-1.170408	-13.10207	13.4833	17.19617	10.5804	-18.40752	-30.54118
398.1757	-0.6058208	5.704678	-2.498399	-1.07257	-8.151623	17.29486	11.21023	-1.479039	-17.47	-22.47317
398.5136	-2.764546	-7.545053	-5.543594	-1.429741	-1.23656	18.20797	12.00601	3.133255	-21.52814	0.9996791
398.8514	-3.259209	-16.24336	-7.141611	-10.96436	-8.595525	11.5241	-2.423297	19.99106	-28.6774	24.06463
399.1893	-0.1999195	-14.9245	5.5887	-2.348776	5.169975	12.52586	10.98959	36.95045	-16.70801	19.89308
399.5271	3.351759	-1.328916	12.76902	-10.01084	0.017021	-0.7933648	10.31473	20.05164	-14.98753	2.29322
399.8649	4.945032	-3.918172	13.77556	0.6463386	-5.521751	-3.162893	6.821939	11.7139	-5.997817	-0.6672293
400.2028	2.117657	-15.85685	12.60157	-5.14572	-19.94253	5.740003	0.7033837	0.6404325	-11.24422	-9.606069
400.5406	6.01192	-15.87835	12.58585	14.40991	-3.385206	23.85571	14.64369	10.42658	-6.073843	-11.8476
400.8784	21.72647	-13.31671	15.61043	18.02569	20.84335	9.949702	18.28948	-0.9002475	-27.94029	-7.17048
401.2161	15.94639	-4.197906	6.906858	14.92202	25.4628	8.072716	17.25369	11.77748	-16.80533	13.48922
401.5539	5.549569	2.42904	12.16171	-4.605007	11.01377	-4.111788	11.71264	11.28148	-8.701806	8.705413
401.8917	-13.09305	0.2353324	7.563759	2.467152	7.564747	-3.185865	7.346061	11.75397	7.093236	-3.835254
402.2294	-7.975679	-5.190751	11.1314	2.029711	4.625772	-0.4971003	-5.268132	1.567355	-21.83694	-10.36867
402.5672	3.631851	-0.1549069	13.75139	2.426003	-2.885671	12.56122	-2.444275	8.169064	-18.72854	-10.57019
402.9049	10.0045	-6.999573	25.19298	-2.204611	-5.665313	5.606393	5.758447	14.41147	-27.25496	-9.652874
403.2426	3.289837	-16.53945	19.30126	1.086551	0.4067311	7.29308	16.38914	17.68303	-7.200545	-5.242216
403.5804	-14.87458	-7.951236	6.802132	-5.260386	-2.079726	7.536241	1.653699	8.557057	-12.57956	7.827316
403.9181	-24.87605	10.98276	4.007204	-19.17462	-2.013257	12.89902	-7.958916	-3.213286	-3.557678	5.567941
404.2558	-27.46013	8.009049	-5.359285	-19.33762	-11.36627	0.8138286	-5.575053	-2.81317	-10.85445	-10.6143
404.5934	-10.60641	-1.07311	-3.063296	-8.646111	-20.75703	-13.29897	-1.526818	2.986837	-3.462529	-20.93185
404.9311	-16.1431	-0.3964671	-6.295645	-3.818863	-19.58181	-28.13002	-18.87771	2.67642	1.603064	-13.23096
405.2688	-27.3743	9.242814	14.61269	-1.478115	6.354867	3.239507	-15.09799	0.1131807	3.795925	-4.429227
405.6064	-19.43747	7.088775	13.15128	7.663317	6.299546	27.3349	-8.772909	16.81837	8.408967	-6.95611
405.9441	-16.61807	-5.030855	3.487749	13.12082	-14.5327	24.26248	-10.93835	15.37062	8.709641	-9.997169
406.2817	-21.34141	-24.55142	-15.14824	2.991865	-19.4872	-5.014391	-17.77984	2.61381	9.070503	5.107631
406.6194	-27.15372	-20.10259	-5.577922	-8.100115	-9.041291	4.017695	-9.499414	-3.210659	1.898622	5.229101
406.957	-18.54571	-10.19921	15.58976	-10.62785	5.629804	1.035947	-2.693264	4.732127	-18.16011	6.633329
407.2946	-3.541314	-2.929135	22.43061	-3.825831	-12.41849	-3.621146	1.647672	1.060749	-20.08279	5.617257
407.6322	6.683829	-28.21599	17.5432	14.59418	-16.37	3.199172	-4.946569	12.85967	-11.40074	-4.075712
407.9698	3.553051	-34.87543	6.098602	26.77607	-14.77009	11.15544	-17.0331	11.94155	-14.49083	-11.28524
408.3074	-8.84196	-30.79066	-0.1432147	27.92513	-5.920894	14.37539	-12.15913	0.8910487	-26.15581	-17.88464
408.645	1.80643	-9.376563	-6.235222	19.88731	-4.864901	-5.441308	-4.069795	-11.42933	-25.00284	-10.26722
408.9825	10.55992	3.277073	-3.912681	26.23534	-19.21575	-1.100541	-3.851306	3.85364	-27.55006	-20.18394
409.3201	-5.074492	-1.652239	-6.142885	26.31889	-11.266	-2.421095	-6.26188	9.318751	-17.60075	-9.020926
409.6576	-23.58989	-9.441091	10.94747	23.29172	0.167681	3.449069	-0.1993542	0.4066187	-13.81049	-18.50954
409.9951	-25.5036	-14.30002	16.6914	15.38286	11.58979	-6.057609	-2.772982	-4.151706	-10.10595	-7.757687
410.3326	-3.711602	-10.90664	9.444425	2.491251	-11.81823	-13.32206	-1.939773	-1.687603	-14.05508	-5.948173
410.6702	-2.921855	-16.30037	5.96166	-24.09524	-12.28363	0.5268103	6.909499	19.25411	-9.906575	4.48125
411.0077	1.044896	0.4408213	15.82962	-26.33705	-8.261912	15.42541	8.579985	19.72633	-15.08937	-2.055358
411.3452	2.528978	13.22365	14.29515	-5.38399	-8.158968	25.55335	-9.892805	14.84821	-14.22001	13.62543
411.6826	18.35357	8.756954	9.910568	3.143511	-13.48544	21.68662	-6.817776	-1.663708	1.351265	2.780231
412.0201	11.46308	-8.43489	14.77271	-3.52614	-10.4575	24.67177	-3.8756	-0.4011171	-1.588869	-6.1589
412.3576	-5.924298	-12.33567	6.158381	-12.55834	-18.42894	19.16903	15.64093	4.098998	-11.01736	-23.48186
412.695	4.040176	-6.515723	6.213407	-10.22149	-19.94879	22.34461	14.00166	15.24068	-19.46598	-4.338225
413.0325	6.616908	-10.9691	3.712469	-8.050193	-6.212054	14.7308	17.72711	28.50288	-9.580232	-1.513309
413.3699	5.982695	-20.82253	4.411582	-2.774253	4.044624	12.6647	0.9198486	27.61542	-19.15462	-6.720898
413.7074	-10.21257	-26.46669	-0.1820201	-2.360969	7.068679	-4.667922	6.76927	33.37755	-22.92608	-24.40145
414.0448	17.33472	-12.77208	6.250345	5.259853	5.62529	7.777464	13.16453	22.43953	-24.0693	-15.81412
414.3822	19.19807	-10.43775	-1.783553	10.83414	6.552721	12.07861	11.12494	11.68662	-17.10949	-3.255971
414.7196	5.261147	-3.864793	8.452241	25.2886	8.224233	25.98854	-1.905877	2.303156	-24.80597	5.056948
415.0569	-12.44854	-11.36942	3.540411	5.097513	-1.042042	11.16724	-12.06556	16.54487	-25.88744	4.208413
415.3943	2.849161	-12.63627	7.326453	-2.832284	-13.70603	15.20596	-11.96109	15.17316	-35.86605	-11.99005
415.7317	5.648906	-10.39876	-1.659549	-5.096568	-25.7354	8.584151	-5.864238	4.04734	-26.58596	-24.50689
416.0691	1.85713	-0.1289556	8.349348	16.39016	-3.916628	0.7804396	0.2507353	-5.403851	-7.118865	-25.00758
416.4064	-14.64761	-6.762985	10.21169	-0.6840001	8.360441	1.466901	-9.796988	-7.084261	0.860451	-10.82218
416.7437	-8.948712	-13.42978	7.654224	7.29472	28.52404	22.27724	-9.034401	-5.5233	-13.86421	-0.2626814
